"Date of Download: 2025-02-26_19:14:50"
"Search Parameters: Data Level:all  Trait List:  Trial List:10564,11378,10124,10114,10470,11522,18788  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Red spider mite severity|at harvesting|COMP:0000377","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","dry matter content percentage|CO_334:0000092","dry matter content percentage|month 11|mashed raw root|COMP:0000238","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","thrips severity : visual 1-5|at harvesting|COMP:0000282","time of boiling estimation minute|month 10|boiled root|COMP:0000190","time of boiling estimation minute|month 11|boiled root|COMP:0000191","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273589","BRA1169","","plot","6624114","202305DVGN6_ciat_rep1_BRA1169_238","1","1","238","7","16","test","","","","","","","3","30.9516936104696","","","","30","4.6875","","1.5","2","","3","2","","","7","7","5","215","","4","1","3","","","","","1420","121","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337469","BRA117","","plot","6624380","202305DVGN6_ciat_rep1_BRA117_124","1","1","124","4","25","test","","","","","","","3","","","","","35","0","","","","","4","3","","","4","7","5","215","","0","1","","","","","","","","","6","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273593","BRA1172","","plot","6624752","202305DVGN6_ciat_rep1_BRA1172_251","1","1","251","7","29","test","","10.7","20.7","","0.6","0.3","3","32.3042372881356","40.3","40","","60","12.5","","4","1","","4","1","","","6","7","5","220","","4","1","3","","","","","2210","204","0","7","","","1","","30","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273599","BRA1177","","plot","6624358","202305DVGN6_ciat_rep1_BRA1177_94","1","1","94","3","20","test","","11.9","20","","0.7","0.7","3","33.9540853381752","39.5","39.1","","55","9.6875","","3.1","2","","5","1","","","8","7","3","205","","4","1","3","","","","","2450","247","11","7","","","1","","30","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","4223150","BRA1181","","plot","6624008","202305DVGN6_ciat_rep1_BRA1181_278","1","1","278","8","19","test","","5.1","10.1","","0.9","0.7","3","31.8130985915493","37.2","37.3","","125","5","","1.6","1","","3","1","","","5","7","4","260","","4","1","2","","","","","1560","140","0","7","","","1","","49","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","53998","BRA12","","plot","6624099","202305DVGN6_ciat_rep1_BRA12_409","1","1","409","12","36","test","","","","","0.5","0.7","2","27.415472027972","28.7","24.5","","105","13.4375","","4.3","1","","3","2","","","6","7","4","195","","4","1","2","","","","","2450","162","8","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","3746946","BRA1243","","plot","6624374","202305DVGN6_ciat_rep1_BRA1243_96","1","1","96","3","22","test","","","","","0.3","0","4","27.5142857142857","36.3","34.8","","50","1.875","","0.6","1","","3","2","","","7","7","4","180","","3","1","3","","","","","600","40","12","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273665","BRA1255","","plot","6624419","202305DVGN6_ciat_rep1_BRA1255_325","1","1","325","9","29","test","","1","2.1","","0","0","3","24.7436274509804","32.4","30.3","","105","9.0625","","2.9","1","","4","1","","","6","7","5","215","","4","1","1","","","","","2150","110","8","7","","","1","","60","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273671","BRA1261","","plot","6624427","202305DVGN6_ciat_rep1_BRA1261_136","1","1","136","4","13","test","","","","","0","0","0","","40.2","","","220","0","","0","1","","3","1","","","8","7","5","220","","4","1","","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","4223151","BRA1274","","plot","6624442","202305DVGN6_ciat_rep1_BRA1274_257","1","1","257","7","35","test","","8.1","15.4","","0.1","0.3","0","34.1399148657498","36.7","34.8","","250","8.4375","","2.7","1","","4","1","","","10","7","3","250","","4","1","3","","","","","1700","173","15","7","","","1","","35","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","241835","BRA130","","plot","6624718","202305DVGN6_ciat_rep1_BRA130_367","1","1","367","10","4","test","","","","","","","1","","","","","35","0","","0","1","","3","2","","","6","7","4","225","","4","1","","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273707","BRA1305","","plot","6624141","202305DVGN6_ciat_rep1_BRA1305_38","1","1","38","2","37","test","","","","","1.2","0.8","2","30.3431305201177","40.5","40","","50","3.4375","","1.1","4","","4","1","","","7","7","4","195","","4","1","3","","","","","1110","91","3","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","2611571","BRA1306","","plot","6624474","202305DVGN6_ciat_rep1_BRA1306_212","1","1","212","6","11","test","","","","","","","2","","","","","85","1.25","","0.4","1","","4","1","","","6","7","4","210","","4","1","1","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","54082","BRA1310","","plot","6624479","202305DVGN6_ciat_rep1_BRA1310_60","1","1","60","2","15","test","","","","","0.7","0.3","3","33.6616314199396","40.1","40.2","","35","4.6875","","1.5","1","","3","1","","","8","7","4","125","","3","1","3","","","","","1470","146","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","428465","BRA1320","","plot","6624388","202305DVGN6_ciat_rep1_BRA1320_34","1","1","34","1","34","test","","","","","5.5","2.5","3","31.5065055762082","33.5","31.9","","30","1.875","","0.6","1","","2","1","","","4","7","5","185","","4","1","3","","","","","590","52","0","7","","","2","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","53999","BRA134","","plot","6624393","202305DVGN6_ciat_rep1_BRA134_67","1","1","67","2","8","test","","","","","1.5","1","4","34.2202179176755","38.9","39","","30","1.5625","","0.5","1","","4","1","","","7","7","4","190","","4","1","3","","","","","460","47","10","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","272920","BRA136","","plot","6624244","202305DVGN6_ciat_rep1_BRA136_384","1","1","384","11","14","test","","","","","0","0","4","29.575527831094","31.5","30.7","","60","3.4375","","1.1","1","","3","2","","","4","7","5","180","","4","1","1","","","","","1130","88","6","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","4223152","BRA1375","","plot","6624827","202305DVGN6_ciat_rep1_BRA1375_153","1","1","153","5","5","test","","","","","0.7","0.2","3","28.6869294605809","36.2","34.3","","45","10.3125","","3.3","5","","5","1","","","12","7","3","235","","4","1","1","","","","","1820","133","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273738","BRA1381","","plot","6624607","202305DVGN6_ciat_rep1_BRA1381_348","1","1","348","10","23","test","","","","","","","2","","","","","60","1.5625","","0.5","5","","4","2","","","5","7","5","280","","4","1","1","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337497","BRA138","","plot","6624627","202305DVGN6_ciat_rep1_BRA138_239","1","1","239","7","17","test","","","","","0.3","0.2","3","17.7399033297529","39.6","37.3","","130","3.125","","1","5","","3","1","","","6","7","5","290","","4","1","3","","","","","940","9","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273744","BRA1391","","plot","6624184","202305DVGN6_ciat_rep1_BRA1391_90","1","1","90","3","16","test","","","","","0","0","2","27.380412126954","31.3","29.1","","105","8.4375","","2.7","1","","2","1","","","5","7","4","185","","4","1","1","","","","","2260","149","1","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273750","BRA1410","","plot","6624128","202305DVGN6_ciat_rep1_BRA1410_25","1","1","25","1","25","test","","","","","0.2","0.3","3","","34.5","","","105","0","","0","","","2","1","","","7","7","3","180","","3","1","","","","","","0","0","0","6","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","4223153","BRA1411","","plot","6624728","202305DVGN6_ciat_rep1_BRA1411_223","1","1","223","7","1","test","","","","","0.8","0.4","3","","39.1","","","115","1.5625","","0.5","1","","4","1","","","7","7","4","215","","4","1","2","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","4419015","BRA1412","","plot","6624310","202305DVGN6_ciat_rep1_BRA1412_250","1","1","250","7","28","test","","","","","3.7","1.7","3","33.4333675564681","38.3","37.8","","35","5.625","","1.8","1","","3","1","","","5","7","5","225","","4","1","2","","","","","1620","159","2","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","4223154","BRA1421","","plot","6624223","202305DVGN6_ciat_rep1_BRA1421_79","1","1","79","3","5","test","","6.2","24.3","","0","0","2","32.9303439803439","41.2","39.8","","145","12.1875","","3.9","1","","4","2","","","9","7","3","245","","4","1","3","","","","","2700","258","2","7","","","1","","37","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273763","BRA1442","","plot","6624650","202305DVGN6_ciat_rep1_BRA1442_151","1","1","151","5","3","test","","","","","0.9","0","4","35.5016720604099","40.6","39.2","","40","6.875","","2.2","1","","2","2","","","5","7","5","230","","4","1","1","","","","","2080","226","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","272926","BRA144","","plot","6624053","202305DVGN6_ciat_rep1_BRA144_378","1","1","378","11","8","test","","17.2","36.4","","0.8","0.4","3","34.9760079051383","40.6","40.4","","135","25.3125","","8.1","1","","4","1","","","12","7","3","300","","4","1","3","","","","","2830","300","2","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273765","BRA1444","","plot","6624140","202305DVGN6_ciat_rep1_BRA1444_349","1","1","349","10","22","test","","5.4","9","","0.8","0.3","4","32.6871116708648","37.8","35.9","","50","16.5625","","5.3","1","","4","2","","","6","7","5","260","","4","1","3","","","","","2630","248","2","7","","","1","","56","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337509","BRA147","","plot","6624278","202305DVGN6_ciat_rep1_BRA147_420","1","1","420","12","25","test","","","","","0.1","0","0","32.1331837505904","36.3","35.5","","290","8.75","","2.8","2","","3","1","","","5","7","5","290","","4","1","3","","","","","2330","213","3","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","54001","BRA158","","plot","6624034","202305DVGN6_ciat_rep1_BRA158_205","1","1","205","6","18","test","","","","","0.6","0.2","3","33.3819061583577","38.7","38.3","","85","6.875","","2.2","1","","4","2","","","6","7","4","215","","4","1","3","","","","","1890","185","5","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","241840","BRA162","","plot","6624149","202305DVGN6_ciat_rep1_BRA162_414","1","1","414","12","31","test","","","","","","","3","","","","","50","0","","0","1","","3","3","","","4","7","5","250","","4","1","","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337533","BRA163","","plot","6624253","202305DVGN6_ciat_rep1_BRA163_140","1","1","140","4","9","test","","","","","1","0.7","3","31.5177075399847","40.4","37.8","","50","4.6875","","1.5","1","","5","3","","","7","7","5","220","","4","1","3","","","","","1440","127","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","241844","BRA172","","plot","6624102","202305DVGN6_ciat_rep1_BRA172_385","1","1","385","11","15","test","","","","","","","2","","","","","145","0","","0","1","","3","1","","","4","7","5","245","","4","1","","","","","","0","0","0","5","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","272958","BRA179","","plot","6624639","202305DVGN6_ciat_rep1_BRA179_203","1","1","203","6","20","test","","","","","0","0","4","31.1699004975124","33.3","","","25","1.5625","","0.5","1","","4","1","","","5","7","5","195","","4","1","1","","","","","440","38","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","54002","BRA190","","plot","6624308","202305DVGN6_ciat_rep1_BRA190_129","1","1","129","4","20","test","","","","","0.2","0","3","","35.8","32.8","","40","0","","0","1","","2","3","","","6","7","5","190","","1","1","","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","241848","BRA191","","plot","6624632","202305DVGN6_ciat_rep1_BRA191_283","1","1","283","8","14","test","","","","","1.1","0.9","3","32.5459584926269","42.2","41.4","","110","10.625","","3.4","1","","4","2","","","7","7","4","250","","4","1","3","","","","","2020","189","2","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","428464","BRA219","","plot","6624084","202305DVGN6_ciat_rep1_BRA219_433","1","1","433","12","12","test","","","","","","","3","","","","","75","0.625","","0.2","1","","2","3","","","3","7","5","250","","3","1","3","","","","","0","0","10","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","162740","BRA222","","plot","6624616","202305DVGN6_ciat_rep1_BRA222_158","1","1","158","5","10","test","","","","","0.7","0.3","4","","35.5","32","","20","1.5625","","0.5","1","","3","3","","","6","7","5","160","","4","1","3","","","","","0","0","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","3746947","BRA223","","plot","6624112","202305DVGN6_ciat_rep1_BRA223_56","1","1","56","2","19","test","","","","","","","1","","","","","75","0","","","","","1","1","","","2","7","5","170","","1","1","","","","","","","","","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","54003","BRA253","","plot","6624189","202305DVGN6_ciat_rep1_BRA253_133","1","1","133","4","16","test","","","","","5.6","1.5","4","","25.3","","","100","0.625","","0.2","1","","3","1","","","7","7","5","250","","4","1","3","","","","","0","0","6","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","273026","BRA254","","plot","6624797","202305DVGN6_ciat_rep1_BRA254_296","1","1","296","8","1","test","","","","","","","3","25.3054022988506","","","","110","3.4375","","1.1","1","","3","1","","","7","7","4","300","","3","1","1","","","","","920","50","8","6","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","189690","BRA255","","plot","6624222","202305DVGN6_ciat_rep1_BRA255_273","1","1","273","8","24","test","","","","","","","4","27.6460372960373","","","","45","2.8125","","0.9","1","","3","1","","","5","7","5","235","","4","1","2","","","","","920","62","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","162750","BRA304","","plot","6624304","202305DVGN6_ciat_rep1_BRA304_78","1","1","78","3","4","test","","","","","","","2","","","","","85","0","","","","","2","2","","","5","7","4","230","","3","1","","","","","","","","","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337579","BRA318","","plot","6624391","202305DVGN6_ciat_rep1_BRA318_120","1","1","120","4","29","test","","","","","","","4","35.2283690987124","","","","60","11.875","","3.8","1","","3","1","","","6","7","4","260","","4","1","3","","","","","2610","280","0","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","241873","BRA325","","plot","6624334","202305DVGN6_ciat_rep1_BRA325_55","1","1","55","2","20","test","","","","","0.7","0","4","28.6677842565597","30.3","29.9","","20","1.25","","0.4","1","","2","3","","","10","7","3","195","","4","1","3","","","","","370","27","1","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337593","BRA327","","plot","6624820","202305DVGN6_ciat_rep1_BRA327_275","1","1","275","8","22","test","","6.4","18.2","","2.4","1.1","3","33.3667477414871","36.7","35.6","","60","28.75","","9.2","2","","4","2","","","5","7","5","280","","4","1","2","","","","","3190","312","0","7","","","1","","25","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","337603","BRA334","","plot","6624016","202305DVGN6_ciat_rep1_BRA334_150","1","1","150","5","2","test","","","","","1.4","0.6","2","36.106285949055","41.2","","","150","4.375","","1.4","1","","3","1","","","7","7","4","245","","4","1","3","","","","","1370","153","2","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11522","202305DVGN6_ciat","202305DVGN6_ciat_Diversity new","RCBD","1","5.6","","no","no","2023-March-17","2024-March-02","41","CIAT. Valle, Colombia","241879","BRA335","","plot","6624320","202305DVGN6_ciat_rep1_BRA335_436","1","1","436","12","9","test","","","","","","","3","","","","","40","0","","0","1","","3","2","","","2","7","5","315","","1","1","","","","","","0","0","25","7","","","1","","","",""," (Operator: lizbethpino, Time: )"
